record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,reporting_delay_days,complaints_count,supply_delay_days,anomaly_flag,predicted_anomaly,anomaly_score,anomaly_prediction_correct
ES-005595,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 1,0.7894,7,2,9,0,0,-0.17454366089739504,True
ES-006267,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 4,0.7673,4,15,8,1,0,-0.030235089341904886,False
ES-002267,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 5,0.8334,3,2,2,0,0,-0.18072887287659906,True
ES-007131,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 1,0.7356,3,4,5,0,0,-0.21354237752589472,True
ES-000635,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 2,0.7558,2,3,10,0,0,-0.1576560727934444,True
ES-004411,2026-03-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 6,0.7507,5,2,4,0,0,-0.22060681289216844,True
ES-000251,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 2,0.6854,5,1,5,0,0,-0.2064636090593684,True
ES-006811,2026-03-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 3,0.6967,6,3,5,0,0,-0.22311785360601627,True
ES-007419,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 4,0.6881,5,5,6,0,0,-0.20825478365878464,True
ES-004379,2026-03-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 5,0.7066,8,3,5,0,0,-0.20491700577730054,True
ES-005339,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 5,0.7493,6,6,4,0,0,-0.1793273726763397,True
ES-003067,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 6,0.6347,6,4,2,0,0,-0.17893927000561077,True
ES-002459,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 5,0.7016,6,3,8,0,0,-0.20941844622026035,True
ES-006715,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 6,0.7377,4,4,4,0,0,-0.2185332438660747,True
ES-006907,2026-03-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 6,0.788,4,1,3,0,0,-0.19300419565674004,True
ES-000187,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,0.7076,6,5,13,0,0,-0.10924356387241207,True
ES-003835,2026-03-01,Education Access Project,Education,Borno,Mafa,Mafa Site 6,0.7428,8,1,4,0,0,-0.18163752844733028,True
ES-003419,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 5,0.6421,7,3,3,0,0,-0.1947066337339809,True
ES-001723,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,0.8621,4,1,11,0,0,-0.09545966380600007,True
ES-006203,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 2,0.6422,6,0,3,0,0,-0.13358118133795177,True
ES-000923,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,0.8105,4,1,6,0,0,-0.19717892870350784,True
ES-002843,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 5,0.8004,3,6,3,0,0,-0.15713926220805774,True
ES-004251,2026-03-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 1,0.6694,6,2,7,0,0,-0.2087806238882538,True
ES-000123,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 4,0.9373,2,2,3,0,0,-0.09831095043501586,True
ES-003547,2026-03-01,Education Access Project,Education,Borno,Konduga,Konduga Site 3,0.6826,7,3,4,0,0,-0.21174937761747625,True
ES-007451,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 5,0.7447,4,6,8,0,0,-0.16784885507453756,True
ES-000027,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 1,0.8027,5,3,4,0,0,-0.21827644574235383,True
ES-005083,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 3,0.8326,1,4,0,0,0,-0.07574477846885541,True
ES-003035,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 5,0.7209,4,0,2,0,0,-0.14311202272167778,True
ES-007547,2026-03-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 2,0.7951,5,4,6,0,0,-0.21201484464308668,True
ES-002363,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 2,0.7053,8,1,47,1,1,0.07624848823492669,True
ES-004955,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 5,0.8215,6,2,4,0,0,-0.2046955117860899,True
ES-003451,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 6,0.8623,5,4,6,0,0,-0.17586813797666578,True
ES-005787,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 1,0.7079,3,3,6,0,0,-0.21885344470907947,True
ES-001019,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,0.7399,12,0,5,0,0,-0.08130326304318014,True
ES-001467,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 4,0.7438,3,5,6,0,0,-0.19873560962251718,True
ES-004923,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 4,0.7049,4,5,9,0,0,-0.17909419395497467,True
ES-006651,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,0.7586,5,2,5,0,0,-0.22322442247391994,True
ES-002523,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,0.6992,2,5,6,0,0,-0.1820368247009868,True
ES-002875,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 6,0.6584,5,2,5,0,0,-0.2150305364423989,True
ES-006491,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,0.6969,9,1,4,0,0,-0.1675325011389297,True
ES-002299,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 6,0.7323,3,1,45,1,1,0.05570592972009014,True
ES-003867,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 1,0.6322,7,0,9,0,0,-0.10730059694503546,True
ES-003003,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 4,0.8788,10,2,48,1,1,0.10690219922095778,True
ES-004155,2026-03-01,Education Access Project,Education,Borno,Ngala,Ngala Site 4,0.746,5,0,4,0,0,-0.1654708843634255,True
ES-005691,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 4,0.6891,4,2,4,0,0,-0.21771795453331755,True
ES-002907,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 1,0.7058,8,5,6,0,0,-0.18070637517817484,True
ES-005819,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 2,0.7457,5,3,2,0,0,-0.20535882462459482,True
ES-001563,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 1,0.8243,6,2,4,0,0,-0.20262762240868187,True
ES-002939,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 2,0.7676,2,0,15,0,0,-0.032512834028701976,True
ES-005179,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 6,0.7135,9,2,8,0,0,-0.16724628571836458,True
ES-004763,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 5,0.7635,6,1,5,0,0,-0.20667327760554932,True
ES-003803,2026-03-01,Education Access Project,Education,Borno,Mafa,Mafa Site 5,0.7747,3,2,3,0,0,-0.20651359175310197,True
ES-001307,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 5,0.6279,4,5,4,0,0,-0.18835429878015048,True
ES-004731,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 4,0.786,5,3,5,0,0,-0.22234265423335042,True
ES-004187,2026-03-01,Education Access Project,Education,Borno,Ngala,Ngala Site 5,0.6843,30,5,5,1,1,0.018204733451793298,True
ES-006043,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,0.762,8,2,5,0,0,-0.19764919701162853,True
ES-006363,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 1,0.8551,6,0,2,0,0,-0.10334821923147569,True
ES-004315,2026-03-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 3,0.8941,3,4,5,0,0,-0.1512020375556098,True
ES-004027,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 6,0.7767,4,3,6,0,0,-0.22113241677389778,True
ES-003515,2026-03-01,Education Access Project,Education,Borno,Konduga,Konduga Site 2,0.7795,6,4,7,0,0,-0.2048471780519911,True
ES-001499,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 5,0.7141,6,6,4,0,0,-0.18433874260836652,True
ES-007163,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 2,0.7784,4,3,4,0,0,-0.22040851209709827,True
ES-005307,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 4,0.7645,4,2,6,0,0,-0.22038037387797638,True
ES-002651,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,0.775,4,3,8,0,0,-0.20814783848007373,True
ES-002971,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 3,0.7207,8,3,3,0,0,-0.1952659525013679,True
ES-002300,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 6,0.8209,9,2,4,0,0,-0.16547379563569958,True
ES-004764,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 5,0.8037,1,1,6,0,0,-0.15130369950609157,True
ES-006300,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 5,0.6936,6,6,8,0,0,-0.1683450266769243,True
ES-002524,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 1,0.7177,3,2,5,0,0,-0.2150482668870301,True
ES-003996,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 5,0.7042,5,6,6,0,0,-0.1884463646927103,True
ES-004572,2026-04-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 5,0.6949,4,2,7,0,0,-0.2146011324605031,True
ES-007004,2026-04-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 3,0.6904,0,3,11,0,0,-0.08627535121920321,True
ES-002204,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 3,0.6598,3,2,5,0,0,-0.20577346625367943,True
ES-000988,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,0.8077,3,2,5,0,0,-0.2095686779850897,True
ES-003868,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 1,0.6338,4,3,4,0,0,-0.2059059757113081,True
ES-001308,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 5,0.7235,9,6,4,0,0,-0.13704317641591546,True
ES-006492,2026-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,0.7532,6,0,7,0,0,-0.15441314041306126,True
ES-005084,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 3,0.7781,4,1,6,0,0,-0.2042017641410579,True
ES-003804,2026-04-01,Education Access Project,Education,Borno,Mafa,Mafa Site 5,0.7658,1,3,8,0,0,-0.15889319356768122,True
ES-007452,2026-04-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 5,0.6927,3,0,3,0,0,-0.14530033709597184,True
ES-007292,2026-04-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 6,0.6137,7,6,4,0,0,-0.1501938064677003,True
ES-005788,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 1,0.6516,8,25,5,1,1,0.05056625529385772,True
ES-003036,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 5,0.7581,2,1,4,0,0,-0.18575754028928998,True
ES-004124,2026-04-01,Education Access Project,Education,Borno,Ngala,Ngala Site 3,0.6396,3,3,4,0,0,-0.20077144622587845,True
ES-003452,2026-04-01,Education Access Project,Education,Borno,Jere,Jere Site 6,0.868,6,7,7,0,0,-0.09738972553259517,True
ES-001532,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 6,0.7351,3,2,5,0,0,-0.21560623859939726,True
ES-001020,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,0.6664,4,5,4,0,0,-0.20427658210452942,True
ES-004924,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 4,0.7911,3,1,5,0,0,-0.19581778358400026,True
ES-004444,2026-04-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 1,0.7453,3,3,4,0,0,-0.21815550764567543,True
ES-003004,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 4,0.7623,9,1,7,0,0,-0.16035353871737096,True
ES-006652,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,0.8435,2,3,7,0,0,-0.16976371178659333,True
ES-002364,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 2,0.832,10,4,6,0,0,-0.13528648664443804,True
ES-005212,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 1,0.6789,4,0,4,0,0,-0.1587418700039117,True
ES-006108,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 5,0.7298,4,1,7,0,0,-0.19877299968952888,True
ES-000252,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 2,0.7587,3,1,7,0,0,-0.19318560093468867,True
ES-001244,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 3,0.7203,7,2,3,0,0,-0.20455679972740054,True
ES-006684,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,0.717,6,2,5,0,0,-0.21945550906612304,True
ES-006972,2026-04-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 2,0.6914,4,2,6,0,0,-0.22056971357765326,True
ES-005404,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 1,0.7206,2,0,6,0,0,-0.14195737813031445,True
ES-005436,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 2,0.8456,4,2,4,0,0,-0.19614182631369886,True
ES-002140,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 1,0.7447,5,2,5,0,0,-0.2226236384837762,True
ES-002556,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,0.8983,2,0,3,0,0,-0.0808789809865369,True
ES-006396,2026-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 2,0.816,4,0,8,0,0,-0.13688357287182223,True
ES-004508,2026-04-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 3,0.605,6,4,5,0,0,-0.191485486300979,True
ES-000028,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 1,0.7755,11,4,5,0,0,-0.1286566478093485,True
ES-002172,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 2,0.6152,5,4,6,0,0,-0.1977165396282941,True
ES-004540,2026-04-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 4,0.6895,6,6,2,0,0,-0.1616961280939922,True
ES-006876,2026-04-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 5,0.7761,10,3,8,0,0,-0.14873976030174801,True
ES-002108,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.8902,1,3,7,0,0,-0.111143664178809,True
ES-003964,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 4,0.7202,6,1,6,0,0,-0.20618218880614442,True
ES-006332,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,0.8912,4,3,5,0,0,-0.16457505614027712,True
ES-004892,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 3,0.8647,3,2,5,0,0,-0.18360793737724207,True
ES-004284,2026-04-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 2,0.7603,4,4,6,0,0,-0.21687505628779175,True
ES-007036,2026-04-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 4,0.7666,6,2,3,0,0,-0.21207290963043346,True
ES-005468,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 3,0.8008,1,1,3,0,0,-0.14546473819740252,True
ES-000092,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 3,0.7585,9,0,10,0,0,-0.0895984485578391,True
ES-000860,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 3,0.842,6,1,5,0,0,-0.17978170929555193,True
ES-002044,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 4,0.8393,5,1,7,0,0,-0.1753634166826341,True
ES-002236,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 4,0.7249,5,3,4,0,0,-0.22712082985486487,True
ES-003196,2026-04-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 4,0.7859,7,4,7,0,0,-0.19529427648773662,True
ES-000604,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 1,0.8225,4,4,4,0,0,-0.2018102196937634,True
ES-002076,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 5,0.7002,3,3,6,0,0,-0.2180716200225828,True
ES-001660,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 4,0.7731,7,3,5,0,0,-0.2121895669941244,True
ES-007356,2026-04-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 2,0.8261,6,2,4,0,0,-0.20140062437199746,True
ES-001564,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 1,0.8587,3,4,3,0,0,-0.17029296427815915,True
ES-004060,2026-04-01,Education Access Project,Education,Borno,Ngala,Ngala Site 1,0.7211,7,4,9,0,0,-0.1826671034964908,True
ES-005372,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 6,0.7492,6,3,3,0,0,-0.21631600165869208,True
ES-001372,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 1,0.7564,7,1,3,0,0,-0.1860477131356516,True
ES-001276,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 4,0.7008,5,1,6,0,0,-0.20840534039109182,True
ES-000636,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 2,0.9055,4,2,5,0,0,-0.15631206446594365,True
ES-000508,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 4,0.8444,6,6,5,0,0,-0.14926781936758693,True
ES-006844,2026-04-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 4,0.7239,9,4,1,0,0,-0.13359696734044507,True
ES-006524,2026-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,0.6955,6,3,5,0,0,-0.22295842843221814,True
ES-001788,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 2,0.7567,4,4,7,0,0,-0.212169803962997,True
ES-006908,2026-04-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 6,0.7823,4,1,5,0,0,-0.205466862804625,True
ES-003420,2026-04-01,Education Access Project,Education,Borno,Jere,Jere Site 5,0.7665,4,5,2,0,0,-0.18186664753246073,True
ES-003836,2026-04-01,Education Access Project,Education,Borno,Mafa,Mafa Site 6,0.7268,5,1,6,0,0,-0.20900593014046065,True
ES-003356,2026-04-01,Education Access Project,Education,Borno,Jere,Jere Site 3,0.6396,4,3,6,0,0,-0.2105493321078276,True
ES-001756,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 1,0.7767,8,3,4,0,0,-0.19685195541371692,True
ES-003388,2026-04-01,Education Access Project,Education,Borno,Jere,Jere Site 4,0.8588,6,3,4,0,0,-0.1850373901879676,True
ES-005724,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 5,0.8984,7,4,2,0,0,-0.1168032756525566,True
ES-000220,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 1,0.8786,6,5,3,0,0,-0.1422974403568813,True
ES-005564,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 6,0.6428,8,1,10,0,0,-0.11855942955133836,True
ES-000572,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 6,0.9304,8,5,0,0,0,-0.011376539819094256,True
ES-007388,2026-04-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 3,0.7165,6,5,6,0,0,-0.20405409228880855,True
ES-006140,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 6,0.8448,2,2,7,0,0,-0.16776356862492214,True
ES-004828,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 1,0.7348,1,3,4,0,0,-0.1758675486406358,True
ES-000412,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 1,0.8681,2,4,3,0,0,-0.14901490184541638,True
ES-003900,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 2,0.6994,6,2,7,0,0,-0.2131804060781553,True
ES-004092,2026-04-01,Education Access Project,Education,Borno,Ngala,Ngala Site 2,0.7463,7,0,6,0,0,-0.1552070591188749,True
ES-003164,2026-04-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 3,0.7545,3,1,14,0,0,-0.08691700690890275,True
ES-004348,2026-04-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 4,0.8447,5,3,5,0,0,-0.20176455670861976,True
ES-007196,2026-04-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 3,0.632,10,3,5,0,0,-0.15620885429315207,True
ES-001852,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 4,0.6881,6,3,7,0,0,-0.21742028125570678,True
ES-000156,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 5,0.8185,5,6,4,0,0,-0.16782736640857115,True
ES-002940,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 2,0.8299,4,4,5,0,0,-0.2006917966807384,True
ES-001724,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,0.8689,5,2,3,0,0,-0.17645521267248604,True
ES-005308,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 4,0.8023,4,1,3,0,0,-0.19036861580376452,True
ES-002652,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,0.756,3,1,46,1,1,0.05893880325361833,True
ES-001500,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 5,0.7875,3,2,5,0,0,-0.21328760439458377,True
ES-003740,2026-04-01,Education Access Project,Education,Borno,Mafa,Mafa Site 3,0.6914,3,3,6,0,0,-0.2183070573071343,True
ES-002972,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 3,0.7656,4,1,5,0,0,-0.20694276054867877,True
ES-000060,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 2,0.8766,8,2,3,0,0,-0.14023182629855707,True
ES-004156,2026-04-01,Education Access Project,Education,Borno,Ngala,Ngala Site 4,0.6932,6,1,1,0,0,-0.15728587451746223,True
ES-003484,2026-04-01,Education Access Project,Education,Borno,Konduga,Konduga Site 1,0.8618,8,4,7,0,0,-0.13870893725628491,True
ES-007484,2026-04-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 6,0.7206,8,3,6,0,0,-0.2045847972471369,True
ES-005692,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 4,0.6797,9,5,7,0,0,-0.15850311249682714,True
ES-007132,2026-04-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 1,0.7778,6,4,4,0,0,-0.21265678305330027,True
ES-004412,2026-04-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 6,0.7633,4,1,2,0,0,-0.18386462620098037,True
ES-006044,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,0.6906,14,4,50,1,1,0.10408053011629048,True
ES-000668,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 3,0.9278,5,1,9,0,0,-0.07482391389877574,True
ES-007164,2026-04-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 2,0.8018,4,6,5,0,0,-0.17266626439180005,True
ES-003068,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 6,0.6708,3,8,5,0,0,-0.11817981495443297,True
ES-006716,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 6,0.2673,10,2,5,1,1,0.005217485040257319,True
ES-007420,2026-04-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 4,0.6287,13,2,6,0,0,-0.0906759908462545,True
ES-006204,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 2,0.7516,6,3,3,0,0,-0.21642532449027918,True
ES-005532,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 5,0.7133,9,8,5,0,0,-0.08396984283500009,True
ES-003708,2026-04-01,Education Access Project,Education,Borno,Mafa,Mafa Site 2,0.7611,2,5,4,0,0,-0.18062410903580306,True
ES-001820,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 3,0.7517,12,1,7,0,0,-0.10523038067193508,True
ES-004988,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 6,0.6469,4,4,15,0,0,-0.08722638771689317,True
ES-002268,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 5,0.8283,4,3,10,0,0,-0.15694344436683733,True
ES-000764,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 6,0.7219,6,4,7,0,0,-0.2130875555697826,True
ES-006364,2026-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 1,0.7559,14,2,6,0,0,-0.09378425779623445,True
ES-000348,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 5,0.7881,7,1,8,0,0,-0.16983145689827855,True
