record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,next_achievement_rate,predicted_next_achievement_rate,forecast_status,absolute_forecast_error
ES-002203,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 3,0.641,0.6598,0.6633868676405784,Watch,0.0035868676405783617
ES-004443,2026-03-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 1,0.6679,0.7453,0.6903515969041332,Watch,0.054948403095866793
ES-003675,2026-03-01,Education Access Project,Education,Borno,Mafa,Mafa Site 1,0.7686,0.6802,0.7488684451412136,Watch,0.06866844514121362
ES-004123,2026-03-01,Education Access Project,Education,Borno,Ngala,Ngala Site 3,0.696,0.6396,0.6766522158175662,Watch,0.037052215817566236
ES-002395,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 3,0.7689,0.8627,0.7520548402874014,On Track,0.11064515971259858
ES-002107,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.9179,0.8902,0.8298541786614068,On Track,0.06034582133859323
ES-002619,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,0.7803,0.6984,0.7553403849529075,On Track,0.05694038495290743
ES-001435,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 3,0.8753,0.8395,0.8314909045551575,On Track,0.008009095444842518
ES-004187,2026-03-01,Education Access Project,Education,Borno,Ngala,Ngala Site 5,0.6843,0.7093,0.6848730974578929,Watch,0.02442690254210711
ES-006107,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 5,0.6979,0.7298,0.6932502238817674,Watch,0.036549776118232624
ES-000283,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 3,0.7838,0.8208,0.7718286342873423,On Track,0.0489713657126577
ES-007195,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 3,0.6303,0.632,0.6391310371387731,Critical,0.007131037138773055
ES-004283,2026-03-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 2,0.7448,0.7603,0.7362772166515089,Watch,0.02402278334849106
ES-001307,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 5,0.6279,0.7235,0.6653629994112316,Watch,0.05813700058876847
ES-006715,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 6,0.7377,0.2673,0.7185378107172042,Watch,0.45123781071720426
ES-007579,2026-03-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 3,0.6972,0.7457,0.6726486865962112,Watch,0.07305131340378879
ES-000059,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 2,0.8475,0.8766,0.8221176112864841,On Track,0.05448238871351596
ES-002427,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 4,0.7832,0.8003,0.7523758306549956,On Track,0.04792416934500443
ES-007643,2026-03-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 5,0.5749,0.5819,0.6099453751883155,Critical,0.028045375188315513
ES-005403,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 1,0.7987,0.7206,0.7713961798417398,On Track,0.050796179841739786
ES-007547,2026-03-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 2,0.7951,0.8031,0.76436524401847,On Track,0.03873475598153009
ES-007483,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 6,0.7886,0.7206,0.7480311880079932,Watch,0.027431188007993157
ES-001115,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 5,0.7261,0.6797,0.7207476125943532,Watch,0.04104761259435319
ES-002331,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 1,0.6946,0.712,0.7007200366035332,Watch,0.011279963396466752
ES-001947,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 1,0.8025,0.6852,0.774857346747559,On Track,0.08965734674755899
ES-003323,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 2,0.7879,0.8399,0.7703122770987421,On Track,0.06958772290125792
ES-007003,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 3,0.6545,0.6904,0.6887235606650756,Watch,0.001676439334924451
ES-002939,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 2,0.7676,0.8299,0.7222326518106119,Watch,0.10766734818938806
ES-000187,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,0.7076,0.7058,0.7181327508518154,Watch,0.0123327508518154
ES-001339,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 6,0.7809,0.8415,0.7965153236603871,On Track,0.044984676339612895
ES-000091,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 3,0.8286,0.7585,0.8229674279972427,On Track,0.0644674279972427
ES-006747,2026-03-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 1,0.6515,0.7313,0.6889520736305718,Watch,0.04234792636942819
ES-004795,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 6,0.9369,0.8704,0.8829571645304861,On Track,0.012557164530486165
ES-006043,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,0.762,0.6906,0.7524466215799412,On Track,0.06184662157994125
ES-002235,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 4,0.7071,0.7249,0.691104232907767,Watch,0.033795767092232976
ES-004923,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 4,0.7049,0.7911,0.7126595876074633,Watch,0.07844041239253674
ES-005915,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 5,0.858,0.7643,0.8001559658573542,On Track,0.03585596585735418
ES-003419,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 5,0.6421,0.7665,0.6783405115426868,Watch,0.08815948845731314
ES-002875,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 6,0.6584,0.5982,0.6846881916850249,Watch,0.08648819168502497
ES-003547,2026-03-01,Education Access Project,Education,Borno,Konduga,Konduga Site 3,0.6826,0.6397,0.7047501978432462,Watch,0.06505019784324617
ES-007387,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 3,0.7172,0.7165,0.7276432864322385,Watch,0.011143286432238497
ES-000859,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 3,0.8003,0.842,0.7902596824661764,On Track,0.05174031753382358
ES-001403,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 2,0.7071,0.6771,0.6951017983306262,Watch,0.018001798330626206
ES-000507,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 4,0.7778,0.8444,0.77095014695624,On Track,0.07344985304376006
ES-000923,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,0.8105,0.94,0.7966269634262327,On Track,0.1433730365737672
ES-005115,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 4,0.829,0.8133,0.7861385641758488,On Track,0.027161435824151203
ES-000667,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 3,0.771,0.9278,0.7681114478857324,On Track,0.15968855211426758
ES-003483,2026-03-01,Education Access Project,Education,Borno,Konduga,Konduga Site 1,0.8423,0.8618,0.8042132135386751,On Track,0.05758678646132487
ES-003259,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 6,0.8753,0.8667,0.8184892838592681,On Track,0.04821071614073191
ES-007099,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 6,0.7391,0.7396,0.707305270090243,Watch,0.032294729909757014
ES-004763,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 5,0.7635,0.8037,0.745802848178175,Watch,0.05789715182182498
ES-004731,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 4,0.786,0.8567,0.7562717175857915,On Track,0.10042828241420854
ES-005947,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 6,0.7367,0.8213,0.7359738059894547,Watch,0.08532619401054531
ES-001659,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 4,0.9078,0.7731,0.8208794787531065,On Track,0.04777947875310651
ES-003291,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 1,0.6853,0.7715,0.7120697862410071,Watch,0.05943021375899282
ES-005435,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 2,0.8146,0.8456,0.7723430184739756,On Track,0.07325698152602445
ES-001979,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 2,0.7705,0.7415,0.7396822475002374,Watch,0.0018177524997626815
ES-006491,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,0.6969,0.7532,0.6574851223186924,Watch,0.0957148776813076
ES-002907,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 1,0.7058,0.7154,0.6974261563960726,Watch,0.017973843603927397
ES-007035,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 4,0.7142,0.7666,0.7184132075646938,Watch,0.0481867924353061
ES-007323,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 1,0.7112,0.777,0.7210686353161503,Watch,0.05593136468384974
ES-006299,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 5,0.6364,0.6936,0.6557804783309312,Watch,0.03781952166906877
ES-006459,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 4,0.7991,0.8364,0.7573828316538184,On Track,0.07901716834618167
ES-003387,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 4,0.7582,0.8588,0.742315395626432,Watch,0.116484604373568
ES-001051,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,0.9446,0.8721,0.8643676119902777,On Track,0.007732388009722313
ES-003131,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 2,0.7604,0.8574,0.748681938467244,Watch,0.1087180615327561
ES-003227,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 5,0.7057,0.6678,0.7045523799135823,Watch,0.03675237991358238
ES-001243,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 3,0.7371,0.7203,0.727025710208729,Watch,0.006725710208728919
ES-003515,2026-03-01,Education Access Project,Education,Borno,Konduga,Konduga Site 2,0.7795,0.7608,0.7509648476066009,On Track,0.00983515239339916
ES-005467,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 3,0.7375,0.8008,0.7245390656140649,Watch,0.07626093438593506
ES-006011,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 2,0.7351,0.7309,0.7539751959438904,On Track,0.023075195943890403
ES-003355,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 3,0.7132,0.6396,0.7055048649938602,Watch,0.06590486499386028
ES-006683,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,0.5311,0.717,0.5830355502340133,Critical,0.13396444976598665
ES-000763,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 6,0.6437,0.7219,0.6538387945724972,Watch,0.06806120542750282
ES-000411,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 1,0.8045,0.8681,0.8096327412982393,On Track,0.05846725870176073
ES-002299,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 6,0.7323,0.8209,0.7275367973290574,Watch,0.09336320267094256
ES-000827,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 2,0.7556,0.7473,0.7422823246363284,Watch,0.005017675363671592
ES-005211,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 1,0.7629,0.6789,0.7532432363005382,On Track,0.0743432363005383
ES-004699,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 3,0.8177,0.8142,0.7963970992907754,On Track,0.017802900709224634
ES-001851,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 4,0.7965,0.6881,0.7587378454510312,On Track,0.07063784545103113
ES-007355,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 2,0.8151,0.8261,0.7622508449950544,On Track,0.06384915500494559
ES-000251,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 2,0.6854,0.7587,0.7042800608198472,Watch,0.054419939180152865
ES-006875,2026-03-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 5,0.6861,0.7761,0.6624766066334501,Watch,0.11362339336654992
ES-001147,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 6,0.7488,0.7786,0.726467585694895,Watch,0.05213241430510496
ES-004891,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 3,0.7724,0.8647,0.7601805985171185,On Track,0.10451940148288152
ES-003995,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 5,0.7492,0.7042,0.7063347758271733,Watch,0.002134775827173252
ES-000315,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 4,0.8475,0.8291,0.8257814492755016,On Track,0.0033185507244983814
ES-003099,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 1,0.7471,0.7067,0.7222024674213068,Watch,0.015502467421306787
ES-002491,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 6,0.617,0.6926,0.6292346369499989,Critical,0.06336536305000107
ES-006651,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,0.7586,0.8435,0.7453306449106696,Watch,0.09816935508933045
ES-002011,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 3,0.7515,0.6967,0.735179261271594,Watch,0.03847926127159407
ES-003579,2026-03-01,Education Access Project,Education,Borno,Konduga,Konduga Site 4,0.6378,0.747,0.6498683550966888,Critical,0.09713164490331117
ES-001915,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 6,0.7815,0.8276,0.7752978918924278,On Track,0.05230210810757219
ES-005179,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 6,0.7135,0.7093,0.6957272302040174,Watch,0.013572769795982653
ES-007451,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 5,0.7447,0.6927,0.7306088684165951,Watch,0.03790886841659513
ES-004859,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 2,0.6888,0.789,0.7048371006333859,Watch,0.08416289936661414
ES-003163,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 3,0.8038,0.7545,0.7649313990055783,On Track,0.010431399005578323
ES-005499,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 4,0.7175,0.8336,0.7379742533896003,Watch,0.09562574661039969
ES-002651,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,0.775,0.756,0.7618885775458166,On Track,0.00588857754581662
ES-000123,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 4,0.9373,0.8749,0.8513274274422691,On Track,0.02357257255773093
ES-003035,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 5,0.7209,0.7581,0.7175230446943381,Watch,0.040576955305661855
ES-006587,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,0.6839,0.7823,0.7015358000706381,Watch,0.0807641999293619
ES-004571,2026-03-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 5,0.6673,0.6949,0.6592696309616709,Watch,0.03563036903832906
ES-000379,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 6,0.7651,0.8698,0.7616739594393568,On Track,0.10812604056064323
ES-003611,2026-03-01,Education Access Project,Education,Borno,Konduga,Konduga Site 5,0.6585,0.7429,0.6719817779624488,Watch,0.07091822203755116
ES-005243,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 2,0.7143,0.6831,0.7379099842461683,Watch,0.05480998424616823
ES-006523,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,0.7022,0.6955,0.711770167549786,Watch,0.01627016754978594
ES-007067,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 5,0.7584,0.7186,0.7383847544427325,Watch,0.019784754442732533
ES-006939,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 1,0.5675,0.6356,0.6200340644889635,Critical,0.015565935511036577
ES-004987,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 6,0.6832,0.6469,0.6948605777468447,Watch,0.0479605777468447
ES-006203,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 2,0.6422,0.7516,0.6492827851269118,Critical,0.1023172148730882
ES-005595,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 1,0.7894,0.8222,0.766494500834061,On Track,0.05570549916593903
ES-004027,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 6,0.7767,0.791,0.7442204792822747,Watch,0.04677952071772529
ES-003451,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 6,0.8623,0.868,0.8297245751068723,On Track,0.03827542489312774
ES-002267,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 5,0.8334,0.8283,0.790209717454628,On Track,0.038090282545372056
ES-005851,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 3,0.7819,0.7834,0.7521694741213643,On Track,0.03123052587863573
ES-004059,2026-03-01,Education Access Project,Education,Borno,Ngala,Ngala Site 1,0.6758,0.7211,0.6619532244254067,Watch,0.05914677557459325
ES-002363,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 2,0.7053,0.832,0.7144188624079458,Watch,0.11758113759205413
ES-004635,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 1,0.7393,0.6944,0.728775747429701,Watch,0.034375747429700954
ES-000027,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 1,0.8027,0.7755,0.7856558926974295,On Track,0.010155892697429558
ES-001211,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 2,0.8069,0.8005,0.79229325809151,On Track,0.008206741908490023
ES-004955,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 5,0.8215,0.8094,0.7894734702037294,On Track,0.01992652979627063
ES-004667,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 2,0.8024,0.8467,0.7835387001058511,On Track,0.06316129989414887
ES-000795,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 1,0.799,0.7098,0.7914337570202894,On Track,0.08163375702028941
ES-002555,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,0.7937,0.8983,0.7829730755989238,On Track,0.11532692440107617
ES-006331,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,0.3595,0.8912,0.7281545609734676,Watch,0.16304543902653235
ES-006971,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 2,0.6339,0.6914,0.6484930107231265,Critical,0.04290698927687353
ES-005883,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 4,0.8518,0.824,0.7847108923107317,On Track,0.0392891076892683
ES-006427,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 3,0.8543,0.7218,0.7907743921740791,On Track,0.06897439217407908
ES-003963,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 4,0.6952,0.7202,0.6955347163585514,Watch,0.0246652836414486
ES-002971,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 3,0.7207,0.7656,0.7194709502666043,Watch,0.0461290497333956
ES-000955,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,0.6942,0.6541,0.7259115243088771,Watch,0.07181152430887705
ES-002587,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,0.6761,0.7871,0.687244513219847,Watch,0.09985548678015299
ES-001499,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 5,0.7141,0.7875,0.7142727502444143,Watch,0.0732272497555857
ES-000219,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 1,0.9147,0.8786,0.8387395171699755,On Track,0.039860482830024524
ES-005979,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 1,0.5989,0.8137,0.6407417565625573,Critical,0.1729582434374427
ES-004603,2026-03-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 6,0.6822,0.7199,0.6606797683953625,Watch,0.05922023160463752
ES-000731,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 5,0.7776,0.7953,0.7580245551284562,On Track,0.03727544487154377
ES-002843,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 5,0.8004,0.7442,0.7727696928970004,On Track,0.0285696928970004
ES-003195,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 4,0.7542,0.7859,0.7558177972065409,On Track,0.03008220279345919
ES-001819,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 3,0.7688,0.7517,0.7432167250966499,Watch,0.008483274903350102
ES-001883,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 5,0.7839,0.7473,0.7615766971249737,On Track,0.014276697124973703
ES-006235,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 3,0.7225,0.6499,0.7541821945434538,On Track,0.10428219454345378
ES-007131,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 1,0.7356,0.7778,0.7327022624845978,Watch,0.04509773751540225
ES-000539,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 5,0.9034,0.855,0.8332466562899459,On Track,0.021753343710054107
ES-005083,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 3,0.8326,0.7781,0.7898572095701147,On Track,0.011757209570114724
ES-003931,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 3,0.7409,0.6826,0.7022973505088885,Watch,0.019697350508888545
ES-007419,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 4,0.6881,0.6287,0.6977896187062573,Watch,0.0690896187062573
ES-003964,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 4,0.7202,0.7161,0.7011809240432643,Watch,0.014919075956735695
ES-006172,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 1,0.921,0.9688,0.8387609778513501,On Track,0.13003902214864993
ES-003868,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 1,0.6338,0.7215,0.6665881039734195,Watch,0.05491189602658053
ES-005116,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 4,0.8133,0.7801,0.7671835429352848,On Track,0.012916457064715225
ES-002364,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 2,0.832,0.7311,0.7751899890025669,On Track,0.04408998900256689
ES-000124,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 4,0.8749,0.8723,0.8400866889429194,On Track,0.032213311057080585
ES-004316,2026-04-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 3,0.6529,0.7283,0.6738479504683362,Watch,0.054452049531663715
ES-005212,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 1,0.6789,0.7705,0.710341847940872,Watch,0.060158152059128
ES-002428,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 4,0.8003,0.786,0.7680877845546253,On Track,0.01791221544537469
ES-006556,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,0.7644,0.7456,0.7583357149380987,On Track,0.012735714938098663
ES-000476,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 3,0.7048,0.8187,0.7119972237938578,Watch,0.10670277620614221
ES-001116,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 5,0.6797,0.78,0.6934150179026417,Watch,0.08658498209735832
ES-005532,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 5,0.7133,0.7632,0.7386959033879801,Watch,0.02450409661201991
ES-005244,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 2,0.6831,0.6915,0.7006447156424268,Watch,0.009144715642426804
ES-004220,2026-04-01,Education Access Project,Education,Borno,Ngala,Ngala Site 6,0.6667,0.6796,0.6731350323200249,Watch,0.006464967679975064
ES-006844,2026-04-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 4,0.7239,0.6639,0.703071802087412,Watch,0.039171802087412
ES-003932,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 3,0.6826,0.6377,0.6868209496236624,Watch,0.04912094962366231
ES-004252,2026-04-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 1,0.7221,0.7364,0.6930057849884012,Watch,0.0433942150115989
ES-002460,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 5,0.6851,0.7447,0.6964563278289927,Watch,0.048243672171007335
ES-003900,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 2,0.6994,0.7024,0.6879237584965284,Watch,0.014476241503471599
ES-000604,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 1,0.8225,0.9711,0.8268349459635619,On Track,0.14426505403643808
ES-005084,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 3,0.7781,0.7971,0.7546401680850056,On Track,0.04245983191499447
ES-002716,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 1,0.7806,0.86,0.7692661027073093,On Track,0.09073389729269066
ES-002300,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 6,0.8209,0.8474,0.7656043704389135,On Track,0.08179562956108655
ES-005180,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 6,0.7093,0.7157,0.6979070068206437,Watch,0.017792993179356342
ES-001596,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 2,0.6625,0.7435,0.6766307805446791,Watch,0.06686921945532098
