record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,risk_label,predicted_risk,probability_high,probability_low,probability_medium,risk_prediction_correct
ES-006619,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,0.6357,Medium,Medium,0.0017159119280962265,6.0874924975122585e-05,0.9982232131469285,True
ES-006139,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 6,0.7908,Low,Low,6.005790174090274e-14,0.9999386427545474,6.135724539272262e-05,True
ES-003131,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 2,0.7604,Low,Low,9.973365355456292e-08,0.7313213479226596,0.2686785523436869,True
ES-004635,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 1,0.7393,Low,Low,1.1336181180374359e-08,0.9417957020163851,0.058204286647433746,True
ES-002715,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 1,0.7616,Medium,Medium,0.0003889892715109946,0.00036996030937430646,0.9992410504191148,True
ES-002011,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 3,0.7515,Medium,Medium,1.7207889459454748e-05,0.016857669326486656,0.9831251227840538,True
ES-006171,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 1,0.7963,Low,Low,1.8205933078186517e-08,0.9423083626592302,0.0576916191348368,True
ES-001211,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 2,0.8069,Low,Low,2.8390009522889966e-12,0.9998426013780787,0.00015739861908232238,True
ES-001627,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 3,0.8733,Low,Low,2.0319561944786765e-23,0.9999999999377815,6.22183551835375e-11,True
ES-004603,2026-03-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 6,0.6822,Medium,Medium,0.00025703025034251847,0.00024276390250454758,0.9995002058471528,True
ES-000955,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,0.6942,Low,Low,8.298845687998081e-07,0.53836867093694,0.4616304991784912,True
ES-007643,2026-03-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 5,0.5749,High,High,0.9801898894221034,4.00299296165095e-13,0.019810110577496313,True
ES-000891,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 4,0.7682,Low,Low,6.760303795435715e-08,0.8821516782728579,0.11784825412410406,True
ES-000379,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 6,0.7651,Medium,Medium,1.1711373821173854e-05,0.10164464551990342,0.8983436431062755,True
ES-001371,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 1,0.7892,Low,Low,5.510622217367412e-18,0.9999998716902012,1.2830979876825417e-07,True
ES-003227,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 5,0.7057,Medium,Medium,4.303019478760197e-06,0.0369033856635226,0.9630923113169987,True
ES-005915,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 5,0.858,Low,Low,1.34795250618088e-19,0.999999990831809,9.168191038373648e-09,True
ES-006875,2026-03-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 5,0.6861,Medium,Medium,0.0002954450465290297,0.001254069752923819,0.9984504852005471,True
ES-002203,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 3,0.641,Medium,Medium,0.003606650966554507,1.6285646491012516e-05,0.9963770633869544,True
ES-001243,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 3,0.7371,Low,Low,1.5116712043402452e-12,0.999845721058869,0.00015427893961931187,True
ES-006683,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,0.5311,High,High,0.9997859415853569,1.321776202566614e-18,0.00021405841464300948,True
ES-007675,2026-03-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 6,0.6085,High,High,0.9790897028020793,8.233585192522667e-14,0.020910297197838313,True
ES-006971,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 2,0.6339,Medium,Medium,0.193372247169131,4.878480411732649e-08,0.8066277040460649,True
ES-005403,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 1,0.7987,Low,Low,6.611800626857376e-07,0.5539467162696903,0.44605262255024714,True
ES-001051,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,0.9446,Low,Low,2.1033610185042972e-30,0.999999999999994,5.975173497555814e-15,True
ES-003163,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 3,0.8038,Low,Low,1.5141535811354492e-14,0.9999874541514862,1.2545848498681663e-05,True
ES-006395,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 2,0.7847,Low,Low,1.2584166765567672e-17,0.9999998248982878,1.7510171218406176e-07,True
ES-006779,2026-03-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 2,0.7339,Low,Low,5.294323132332073e-11,0.9985862316175141,0.0014137683295424928,True
ES-001083,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 4,0.6023,Medium,Medium,0.17537726357122224,5.151607404117746e-08,0.8246226849127037,True
ES-001659,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 4,0.9078,Low,Low,7.358166290892979e-14,0.9999436541867586,5.634581316787838e-05,True
ES-005435,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 2,0.8146,Low,Low,1.1581058221309887e-09,0.9851795396780351,0.014820459163859144,True
ES-004507,2026-03-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 3,0.6019,Medium,Medium,0.0002596724279834585,0.0009964691976141165,0.9987438583744024,True
ES-002171,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 2,0.6765,Medium,Medium,0.0051572137373365684,3.452649700089631e-06,0.9948393336129634,True
ES-002139,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 1,0.6454,Medium,Medium,0.1018165046461883,1.6333861665101177e-08,0.89818347901995,True
ES-001403,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 2,0.7071,Low,Low,3.4308198002446604e-08,0.9713144248023703,0.028685540889431753,True
ES-000475,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 3,0.7216,Medium,Medium,3.339753025431463e-05,0.01237196562839569,0.98759463684135,True
ES-005947,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 6,0.7367,Low,Low,5.445760707770013e-09,0.9749044881348313,0.02509550641940805,True
ES-007259,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 5,0.657,Medium,Medium,0.0022695571753365232,5.333116572527473e-05,0.9976771116589382,True
ES-007003,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 3,0.6545,Medium,Medium,0.0019832651389420117,6.160107782932073e-05,0.9979551337832288,True
ES-002491,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 6,0.617,High,High,0.9999803411335524,2.52870785556617e-21,1.9658866447665677e-05,True
ES-003963,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 4,0.6952,Medium,Medium,8.330265183698434e-05,0.007170018014948433,0.9927466793332145,True
ES-004859,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 2,0.6888,Medium,Medium,1.589044501923926e-05,0.06386274701607535,0.9361213625389054,True
ES-000987,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,0.934,Low,Low,7.39502264367596e-25,0.9999999999932248,6.775270086481078e-12,True
ES-000347,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 5,0.7788,Low,Low,2.7520149023086107e-16,0.9999987627818131,1.2372181865923711e-06,True
ES-003995,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 5,0.7492,Low,Low,6.711909666775776e-17,0.9999993718661455,6.281338544829851e-07,True
ES-005243,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 2,0.7143,High,High,0.9999999944515545,4.7818197366627207e-29,5.548445470962691e-09,True
ES-006587,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,0.6839,Medium,Medium,7.59351620243649e-06,0.03497728058951217,0.9650151258942854,True
ES-004539,2026-03-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 4,0.7582,Low,Low,4.700957246254367e-15,0.999994017133123,5.982866872488606e-06,True
ES-006939,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 1,0.5675,High,High,0.9996535446467502,6.029840618134455e-18,0.0003464553532498059,True
ES-001691,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,0.9337,Low,Low,1.3198477752113047e-24,0.9999999999557125,4.4287508315480274e-11,True
ES-004667,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 2,0.8024,Low,Low,4.9605787489945136e-17,0.9999993049732624,6.950267375094354e-07,True
ES-002107,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.9179,Low,Low,1.2042599492212684e-30,0.9999999999999942,5.761483660905538e-15,True
ES-007067,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 5,0.7584,Medium,Medium,3.626547835469723e-05,0.04939621578671411,0.9505675187349312,True
ES-000315,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 4,0.8475,Low,Low,3.695602355631225e-24,0.9999999999588607,4.113930271003791e-11,True
ES-005979,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 1,0.5989,Medium,Medium,0.005686840317548488,1.6173926741059756e-05,0.9942969857557105,True
ES-002747,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 2,0.7152,Medium,Medium,0.00013414769043923783,0.004644668801236972,0.9952211835083237,True
ES-006075,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 4,0.5686,Medium,Medium,0.05864474250821526,1.3022156356721491e-07,0.9413551272702212,True
ES-003291,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 1,0.6853,High,High,0.9999999982300789,1.098134621669571e-32,1.76992109867968e-09,True
ES-006011,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 2,0.7351,Low,Low,1.7948998935044864e-12,0.9999138705928182,8.612940538692078e-05,True
ES-007611,2026-03-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 4,0.7307,Medium,Medium,1.1560165619414467e-05,0.014273800518096895,0.9857146393162837,True
ES-003259,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 6,0.8753,Low,Low,1.860728397789764e-32,0.9999999999999996,4.971788060634724e-16,True
ES-001435,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 3,0.8753,Low,Low,4.8076926117349706e-23,0.9999999997230771,2.7692292906887787e-10,True
ES-001947,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 1,0.8025,Low,Low,1.0041905524260336e-15,0.9999944969665511,5.5030334478410075e-06,True
ES-003323,2026-03-01,Education Access Project,Education,Borno,Jere,Jere Site 2,0.7879,Low,Low,9.674762834184747e-18,0.9999998446088033,1.5539119664891391e-07,True
ES-000731,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 5,0.7776,Low,Low,3.7698339406181235e-19,0.9999999750673807,2.4932619338746164e-08,True
ES-005499,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 4,0.7175,Medium,Medium,0.00026207503280335347,0.0003065226544852226,0.9994314023127113,True
ES-000699,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 4,0.8435,Low,Low,7.424618889322542e-28,0.9999999999998317,1.6823251910475544e-13,True
ES-005755,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 6,0.7315,Medium,Medium,6.80242384798765e-05,0.0005244664249166686,0.9994075093366036,True
ES-003931,2026-03-01,Education Access Project,Education,Borno,Bama,Bama Site 3,0.7409,Low,Low,5.583406332738114e-11,0.9982311063688052,0.001768893575360631,True
ES-004699,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 3,0.8177,Low,Low,2.0375869522791724e-12,0.9997328076310518,0.00026719236691074145,True
ES-001339,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 6,0.7809,Low,Low,3.6549335076800504e-18,0.9999999538295142,4.617048567767124e-08,True
ES-007099,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 6,0.7391,Medium,Medium,2.827667359703588e-05,0.017242799065972463,0.9827289242604306,True
ES-004219,2026-03-01,Education Access Project,Education,Borno,Ngala,Ngala Site 6,0.7528,Medium,Medium,9.089707998031928e-06,0.004281073916059452,0.9957098363759425,True
ES-007291,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 6,0.6074,Medium,Medium,0.004375911344941631,2.545858278800994e-06,0.9956215427967796,True
ES-001915,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 6,0.7815,Low,Low,2.1002959048363344e-08,0.9305922459831357,0.06940773301390533,True
ES-005051,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 2,0.8168,Low,Low,2.1543898789334292e-15,0.9999918097487261,8.190251271670533e-06,True
ES-007227,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 4,0.6824,Medium,Medium,8.421430667139019e-05,0.005063451891449517,0.9948523338018791,True
ES-001179,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 1,0.7444,Medium,Medium,3.2710857760350748e-06,0.2692517588993221,0.7307449700149017,True
ES-004347,2026-03-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 4,0.844,Low,Low,1.500082141635428e-19,0.9999999491549482,5.084505174222306e-08,True
ES-003099,2026-03-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 1,0.7471,Medium,Medium,0.022616359703968913,3.171031184009426e-07,0.9773833231929128,True
ES-007195,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 3,0.6303,Medium,Medium,0.006484030286673918,1.2598586542333314e-05,0.9935033711267837,True
ES-005147,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 5,0.7595,Low,Low,3.442702845217053e-16,0.9999986986298701,1.3013701293593585e-06,True
ES-007323,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 1,0.7112,Medium,Medium,6.756208013068771e-06,0.2228647658469788,0.7771284779450082,True
ES-001979,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 2,0.7705,Low,Low,8.855821584072387e-14,0.9999199790475587,8.002095235268656e-05,True
ES-005019,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 1,0.7321,Medium,Medium,5.072856638801636e-06,0.08561498636585306,0.9143799407775082,True
ES-002395,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 3,0.7689,Low,Low,2.8711244327160537e-10,0.9952193025482113,0.004780697164676078,True
ES-006555,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,0.8328,Low,Low,1.5068021681879953e-18,0.9999999100504872,8.994951277894987e-08,True
ES-002235,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 4,0.7071,Medium,Medium,0.0011885827680741749,1.383296593947521e-05,0.9987975842659862,True
ES-002619,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,0.7803,High,High,0.9999970731682802,4.573650218578671e-23,2.9268317196874516e-06,True
ES-004475,2026-03-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 2,0.7125,Low,Low,6.542858418254771e-09,0.9847683896708096,0.015231603786331854,True
ES-000827,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 2,0.7556,Low,Low,1.707016436132443e-11,0.9990701667436039,0.0009298332393259136,True
ES-002587,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,0.6761,High,High,0.9995164560713079,1.6222012561493642e-17,0.0004835439286921579,True
ES-006299,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 5,0.6364,High,High,0.9999999886528749,2.622158627248621e-29,1.1347125099481375e-08,True
ES-000795,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 1,0.799,Low,Low,1.3300805714673877e-09,0.9855394004053323,0.014460598264587102,True
ES-000283,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 3,0.7838,Low,Low,6.177496676879642e-08,0.5919370560101028,0.40806288221493037,True
ES-006331,2026-03-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,0.3595,High,High,0.9999575681706264,4.3116546461342543e-19,4.243182937363045e-05,True
ES-004795,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 6,0.9369,Low,Low,1.8903390329413565e-31,0.9999999999999971,2.916039448853881e-15,True
ES-001084,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 4,0.7674,Low,Low,2.056138639277618e-08,0.880772381592443,0.11922759784617072,True
ES-000700,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 4,0.7291,Low,Low,2.869433287630613e-14,0.9999736766113803,2.6323388591073912e-05,True
ES-005852,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 3,0.7834,Low,Low,2.089486231346335e-24,0.9999999999882034,1.1796471662637765e-11,True
ES-000124,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 4,0.8749,Low,Low,3.428215544069616e-23,0.999999999869627,1.3037306464985912e-10,True
ES-005628,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 2,0.6587,Medium,Medium,2.4063284446495658e-05,0.028897876326777705,0.9710780603887758,True
ES-002460,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 5,0.6851,High,High,0.9999999999989388,1.4725379227112444e-39,1.0610858330319709e-12,True
ES-002780,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 3,0.7811,Low,Low,8.505321941945021e-15,0.9999873281862475,1.2671813744098949e-05,True
ES-007516,2026-04-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 1,0.5653,Medium,High,0.8070018087667886,4.1707642788081263e-10,0.19299819081613503,False
ES-004028,2026-04-01,Education Access Project,Education,Borno,Bama,Bama Site 6,0.791,Low,Low,1.236372200933022e-13,0.9999437788648667,5.622113500954766e-05,True
ES-006236,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 3,0.6499,Medium,Medium,0.002093185466605458,3.130084524264475e-05,0.9978755136881517,True
ES-005948,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 6,0.8213,Low,Low,4.035626462281623e-29,0.9999999999999754,2.4542353461073723e-14,True
ES-001148,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 6,0.7786,Low,Medium,6.347382946296022e-07,0.22389241216975347,0.776106953091952,False
ES-001052,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,0.8721,Low,Low,4.395880106682758e-13,0.9998502310240425,0.0001497689755179026,True
ES-003612,2026-04-01,Education Access Project,Education,Borno,Konduga,Konduga Site 5,0.7429,Low,Low,3.409406256386982e-07,0.512305629751589,0.48769402930778544,True
ES-004380,2026-04-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 5,0.74,Medium,Medium,0.003929535945405045,4.610941511782317e-05,0.9960243546394772,True
ES-003516,2026-04-01,Education Access Project,Education,Borno,Konduga,Konduga Site 2,0.7608,Low,Low,3.740649672708309e-10,0.9932709148220504,0.006729084803884593,True
ES-005116,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 4,0.8133,Low,Low,1.1107930317748927e-09,0.9908842728954402,0.00911572599376668,True
ES-000188,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,0.7058,Medium,Medium,6.630980179015822e-05,0.0020167484835419457,0.9979169417146678,True
ES-000540,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 5,0.855,Low,Low,2.363544397395467e-22,0.9999999997604452,2.395548334542185e-10,True
ES-007676,2026-04-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 6,0.6433,High,High,0.9933883027956942,4.602994873820925e-15,0.0066116972043011825,True
ES-003772,2026-04-01,Education Access Project,Education,Borno,Mafa,Mafa Site 4,0.801,Low,Low,8.745398472616904e-20,0.9999999795423768,2.045762324166135e-08,True
ES-002908,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 1,0.7154,Low,Low,7.922703742904923e-12,0.9995202994675189,0.0004797005245584514,True
ES-004732,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 4,0.8567,Low,Low,1.65458956501006e-09,0.9696943093430636,0.030305689002346797,True
ES-006012,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 2,0.7309,Low,Low,3.731363878757978e-15,0.9999979440640911,2.0559359051090493e-06,True
ES-000476,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 3,0.7048,Medium,Medium,1.6005505437084783e-06,0.3440445743137188,0.6559538251357374,True
ES-005180,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 6,0.7093,Medium,Medium,9.442997197208465e-05,0.0013749111481562541,0.9985306588798717,True
ES-001116,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 5,0.6797,Medium,Medium,4.251131626963151e-05,0.018847914772831056,0.9811095739108994,True
ES-001692,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,0.8159,Low,Low,4.445254936989846e-09,0.9632586075618399,0.03674138799290514,True
ES-001596,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 2,0.6625,Medium,Medium,0.04498387011506436,1.0851883459076097e-07,0.955016021366101,True
ES-005596,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 1,0.8222,Low,Low,6.995193101400393e-14,0.9999787842389122,2.1215761017781364e-05,True
ES-003644,2026-04-01,Education Access Project,Education,Borno,Konduga,Konduga Site 6,0.7016,Medium,Medium,0.012654561437994483,7.118572460802846e-07,0.9873447267047595,True
ES-006748,2026-04-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 1,0.7313,Low,Low,3.010947394176792e-07,0.7621533526368387,0.23784634626842183,True
ES-002844,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 5,0.7442,Low,Low,1.5862567245457193e-09,0.990431197895157,0.009568800518586227,True
ES-006460,2026-04-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 4,0.8364,Low,Low,4.263544040876385e-22,0.9999999993505764,6.494235697530217e-10,True
ES-004860,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 2,0.789,Medium,Medium,4.839245953506329e-06,0.04496647153660658,0.9550286892174398,True
ES-001468,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 4,0.7149,Low,Low,3.627577182876195e-11,0.9987541677311643,0.0012458322325599699,True
ES-006620,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,0.7734,Low,Low,1.0936841727818174e-14,0.9999877189237947,1.2281076194397235e-05,True
ES-001212,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 2,0.8005,Low,Low,2.1836776990354088e-13,0.999971723862915,2.8276136866748913e-05,True
ES-002428,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 4,0.8003,Medium,Medium,2.3497425757418748e-06,0.23406223588206423,0.7659354143753601,True
ES-007644,2026-04-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 5,0.5819,Medium,High,0.5046029168790457,1.5959368607393721e-09,0.4953970815250175,False
ES-004316,2026-04-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 3,0.6529,Medium,High,0.5469713212132818,3.200330810146343e-09,0.4530286755863874,False
ES-001628,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 3,0.7754,Low,Low,3.505225373322381e-09,0.9731703200063343,0.026829676488440486,True
ES-005020,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 1,0.7493,Medium,Medium,1.9635980488142426e-05,0.013183359444488315,0.9867970045750235,True
ES-003580,2026-04-01,Education Access Project,Education,Borno,Konduga,Konduga Site 4,0.747,Low,Low,3.45845428572639e-08,0.9136142655719518,0.08638569984350532,True
ES-000796,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 1,0.7098,Medium,High,0.8970882446955829,2.1722670615205758e-11,0.10291175528269446,False
ES-005916,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 5,0.7643,Low,Low,4.3973921171178454e-07,0.7682040401551712,0.23179552010561708,True
ES-002716,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 1,0.7806,Low,Low,3.9877128073970434e-12,0.9995250556861364,0.0004749443098758111,True
ES-001340,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 6,0.8415,Low,Low,5.79747780538623e-23,0.999999999901203,9.879703148737059e-11,True
ES-002812,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 4,0.8206,Low,Low,2.00414441279257e-20,0.9999999859985103,1.4001489702958385e-08,True
ES-002620,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,0.6984,Medium,Medium,0.0024188226503104263,2.331560839702183e-05,0.9975578617412926,True
ES-005244,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 2,0.6831,Medium,Medium,0.0008376670017637398,7.421741302815176e-05,0.9990881155852082,True
ES-005276,2026-04-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 3,0.3828,High,High,0.9965117856866643,4.476783707429912e-14,0.0034882143132910198,True
ES-007612,2026-04-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 4,0.7647,Low,Low,3.812468999266162e-17,0.999999534407625,4.6559237504348886e-07,True
